video_id,watch time (minutes),viewer_id
s1940,7,209
s3259,20,458
s5773,38,681
s3084,46,879
s1817,22,425
s5175,38,881
s1681,9,29
s1886,2,67
s6941,45,165
s275,28,987
s6989,8,402
s7056,29,311
s1516,45,754
s2912,10,937
s3181,23,791
s7345,34,778
s7697,20,39
s2055,3,348
s1535,47,897
s1436,30,474
s4485,34,326
s3269,20,703
s5388,28,79
s6076,19,812
s5651,21,871
s7887,36,492
s2921,4,240
s7370,7,14
s3774,35,893
s3088,34,598
s8689,21,818
s2298,11,970
s8469,30,357
s264,10,176
s8755,23,223
s5216,48,302
s2658,11,364
s3237,15,938
s969,24,483
s2983,24,550
s7566,32,935
s2117,3,917
s7478,50,979
s8593,19,741
s4853,37,201
s1866,25,966
s1275,35,254
s5046,1,492
s6898,13,422
s7947,25,741
s7389,6,877
s8075,8,104
s4179,33,488
s5842,45,26
s3995,3,947
s2059,12,539
s706,10,545
s3326,34,839
s8005,5,696
s7708,34,342
s1936,12,417
s2525,19,471
s8759,27,893
s1284,43,770
s884,42,208
s1917,3,382
s3502,25,682
s8209,25,865
s5347,13,911
s8282,10,306
s43,7,605
s5415,21,973
s5222,39,773
s4966,7,912
s1566,43,66
s3672,21,92
s6162,0,492
s4913,48,616
s6488,15,813
s7486,9,306
s2379,0,820
s1521,15,368
s5661,15,8
s7275,12,165
s1663,27,215
s4714,20,475
s407,13,640
s5742,46,903
s8001,27,648
s3832,26,273
s7920,23,815
s5665,12,91
s57,39,537
s4567,18,158
s1779,31,61
s7696,50,808
s4193,26,931
s2913,48,488
s2830,20,325
s7614,33,581
s7190,24,252
s3843,32,728
s938,37,262
s3307,43,797
s3323,15,179
s1272,31,875
s7569,39,914
s7692,39,468
s6243,27,311
s8630,5,240
s7068,20,673
s5205,42,951
s5948,48,978
s6040,46,545
s8383,44,550
s8411,20,317
s8091,20,265
s6480,38,358
s8289,45,917
s7663,0,995
s4881,41,863
s8047,43,770
s2842,21,127
s8507,29,472
s4986,9,634
s6122,46,492
s3967,1,570
s2328,43,185
s2456,24,59
s8215,29,838
s7403,10,964
s4481,15,537
s5694,41,846
s7440,27,723
s6185,26,28
s2252,28,179
s140,44,608
s6080,31,555
s8070,35,790
s979,48,360
s7546,42,26
s6177,24,168
s6068,18,696
s8520,38,452
s1670,11,678
s7369,29,811
s5166,33,507
s3722,9,751
s8461,0,379
s1035,8,633
s2894,46,476
s7467,8,464
s2673,20,211
s5887,27,847
s2341,2,794
s8124,7,812
s7927,0,909
s3587,44,986
s6493,32,667
s5249,46,267
s2786,49,914
s5078,19,2
s6399,20,149
s1900,13,444
s2038,13,771
s6586,49,415
s6147,13,800
s2524,41,220
s2128,28,320
s7686,28,242
s8769,4,929
s4165,41,557
s7092,1,775
s1225,50,84
s5099,22,400
s708,21,634
s4407,50,219
s2346,50,836
s4761,26,296
s4550,46,466
s4182,40,556
s5656,2,712
s3231,45,564
s3580,34,343
s1497,38,733
s5535,35,975
s1128,19,263
s4061,34,160
s2553,10,544
s3753,41,277
s4843,40,213
s4876,8,135
s2745,13,736
s642,23,134
s4837,7,823
s3527,4,325
s5473,33,241
s4887,10,726
s2654,29,295
s1869,45,899
s4823,28,236
s5465,24,842
s7723,42,834
s7534,28,763
s7718,40,536
s1897,11,798
s2944,15,917
s1886,6,42
s5869,23,821
s814,11,63
s1037,30,12
s7973,47,603
s5499,39,821
s1324,30,361
s3754,13,776
s6257,37,530
s4809,22,239
s3222,11,393
s4484,46,500
s1459,38,367
s3443,16,925
s327,6,583
s4360,16,779
s5933,16,509
s5016,20,144
s8400,38,751
s5246,48,672
s4476,49,679
s3639,19,794
s8575,37,795
s7456,35,608
s2683,20,795
s3688,10,595
s3110,27,951
s8081,26,996
s7062,28,181
s2163,49,227
s1902,20,145
s6459,8,768
s2425,23,190
s3396,1,824
s6390,14,682
s881,15,928
s5071,16,825
s2192,47,604
s4189,34,680
s572,34,707
s288,37,47
s6117,36,298
s3986,45,898
s7018,3,176
s1512,6,522
s2608,46,78
s1433,15,77
s7965,34,50
s3654,19,123
s3840,50,122
s6408,4,660
s8761,11,697
s2831,0,738
s2116,34,372
s3643,49,174
s8422,24,45
s5123,9,917
s6959,22,299
s4496,32,204
s6115,25,915
s3979,20,336
s7087,31,652
s481,12,363
s4778,9,655
s135,34,990
s6582,35,196
s6899,44,227
s8770,11,37
s7396,43,445
s6506,36,740
s3256,24,860
s506,8,349
s1107,45,372
s7686,7,456
s4466,1,259
s1211,18,668
s1672,39,34
s8778,27,614
s3300,5,975
s892,41,989
s1922,44,508
s6960,48,924
s3684,10,443
s6217,9,159
s962,44,509
s6450,12,422
s4487,41,772
s8110,36,248
s6262,22,981
s2037,28,886
s1148,49,141
s6870,5,342
s1332,28,955
s5741,10,28
s2732,24,10
s695,50,708
s7026,11,415
s5005,16,634
s5840,32,326
s7641,6,913
s1397,43,832
s6147,35,736
s3626,36,905
s7459,12,495
s5349,19,295
s3228,10,575
s7452,38,818
s3345,50,425
s5312,19,725
s6526,31,373
s6474,14,575
s4845,1,791
s1985,38,326
s749,46,900
s2543,14,275
s244,50,717
s5355,36,444
s6979,35,647
s4267,26,397
s6730,7,842
s7225,50,208
s4373,3,134
s2179,14,278
s2909,31,667
s8073,50,734
s4732,8,418
s978,8,379
s1601,45,974
s737,43,631
s4901,10,305
s8009,48,625
s7425,34,737
s2616,36,884
s4571,29,348
s1625,11,585
s8292,28,450
s5883,10,989
s6653,27,854
s7664,26,715
s8625,36,507
s6662,44,64
s7712,38,484
s7999,47,780
s3325,48,48
s7825,44,635
s7460,5,450
s3355,36,31
s7061,8,130
s2129,17,725
s3041,21,907
s7659,14,902
s1688,24,724
s7628,19,998
s2144,50,124
s8166,39,287
s1843,49,131
s6798,41,243
s2185,22,229
s6650,32,963
s8003,19,978
s703,19,215
s5353,13,554
s2528,1,24
s212,1,685
s2781,50,874
s349,23,90
s6727,44,370
s2469,3,516
s2794,10,178
s18,12,51
s2962,31,490
s5852,12,756
s2548,46,298
s4561,48,335
s4431,42,390
s6007,10,110
s8313,1,229
s8061,21,467
s3871,6,655
s1791,29,930
s5496,41,658
s5880,40,711
s4909,4,1000
s377,16,268
s6998,32,652
s8621,44,457
s6887,16,897
s1875,5,606
s766,40,641
s5788,17,515
s2111,28,585
s7951,13,166
s992,22,725
s382,14,877
s6724,3,678
s3181,5,822
s3831,20,730
s1207,23,346
s2342,8,728
s1008,25,718
s6991,50,236
s7805,17,750
s6472,20,321
s1427,30,134
s2381,17,399
s7192,19,148
s8101,50,37
s961,26,957
s4298,26,748
s4175,30,939
s5391,42,266
s6182,48,714
s3965,50,21
s3861,3,691
s268,16,304
s4193,41,498
s836,10,787
s6811,4,654
s1245,38,927
s7869,48,271
s4300,38,471
s4627,50,453
s249,15,582
s8675,27,772
s5645,28,785
s6925,6,131
s2010,6,915
s2457,48,607
s7218,24,950
s1092,8,100
s31,43,347
s2469,9,272
s3082,18,564
s7040,47,775
s6860,22,331
s172,41,383
s865,16,484
s7776,38,377
s5102,46,408
s554,42,624
s205,48,329
s2883,1,763
s6910,36,974
s1253,18,746
s8575,40,229
s7952,3,790
s6241,44,375
s2522,36,587
s5875,11,389
s6934,38,646
s7432,13,940
s3057,44,478
s7646,31,461
s999,12,994
s5309,0,456
s8667,1,577
s4725,26,166
s326,5,413
s1003,50,927
s5437,2,639
s7297,10,281
s5680,49,211
s8168,14,991
s2255,28,483
s5946,10,774
s2682,40,377
s1039,4,920
s4159,10,692
s4918,33,896
s4963,45,677
s8573,19,102
s4314,48,595
s2983,44,627
s2939,12,92
s505,45,649
s1094,15,884
s7663,2,158
s1615,2,436
s4345,38,123
s5966,13,809
s1344,42,479
s1088,47,226
s7444,2,442
s2053,23,382
s1890,43,722
s118,7,669
s1554,26,289
s2219,7,4
s4106,40,54
s1109,28,132
s4638,8,816
s6047,11,990
s5663,32,882
s153,27,487
s8655,26,89
s4030,20,188
s6405,40,446
s7592,1,613
s6966,21,245
s7884,45,890
s8181,50,373
s7002,5,213
s8540,22,263
s5997,49,891
s7310,25,177
s3770,48,328
s2635,16,52
s2187,38,154
s443,48,478
s8373,7,48
s2941,47,934
s5829,6,161
s5665,14,377
s1930,20,572
s378,38,206
s7304,40,266
s1577,28,915
s1835,40,744
s6649,13,16
s1276,8,560
s6955,14,169
s6904,42,942
s3932,4,733
s4547,18,129
s233,47,129
s5710,28,424
s2597,41,166
s918,15,978
s4294,23,166
s3062,35,608
s5205,19,594
s4645,12,985
s1012,46,91
s4879,43,107
s3324,49,765
s542,17,367
s8101,33,40
s2449,34,732
s5820,7,945
s5829,28,838
s1235,19,530
s642,11,37
s1607,42,991
s81,15,754
s284,32,355
s3927,49,56
s798,30,1
s43,0,977
s5022,3,574
s3131,26,946
s4231,49,745
s1725,6,385
s1075,0,519
s1099,26,407
s3796,22,890
s3805,45,764
s2222,29,917
s6960,5,616
s7332,31,583
s4280,45,330
s4139,23,870
s1929,11,247
s1243,44,771
s4083,13,152
s2246,17,604
s7501,20,905
s5493,47,557
s5508,2,629
s7343,14,361
s7251,8,737
s5619,25,265
s1590,45,361
s457,21,97
s8748,3,252
s5192,49,439
s4821,35,976
s5644,5,27
s6154,7,418
s4657,18,845
s4020,33,506
s3376,11,188
s7531,20,747
s2306,37,713
s1335,44,750
s407,48,894
s7989,4,617
s7388,14,37
s4474,13,424
s4250,28,604
s100,41,469
s5684,16,194
s2463,33,389
s5421,11,899
s4522,24,647
s2197,20,421
s4449,12,273
s2312,20,594
s4534,1,852
s1815,3,747
s4755,1,196
s1000,43,354
s2865,45,415
s5151,50,620
s40,3,51
s7214,42,411
s6756,15,639
s2153,11,387
s4771,39,276
s544,40,974
s7618,30,176
s1937,28,196
s7497,15,33
s2119,7,710
s6636,13,326
s2301,18,262
s8027,1,365
s5170,18,237
s7524,25,216
s4961,26,777
s1476,37,977
s4113,28,438
s4328,5,247
s1622,28,438
s6718,32,44
s5284,43,121
s431,4,124
s4491,5,590
s4140,41,82
s5969,7,403
s4710,5,906
s2530,25,507
s64,36,132
s2022,18,651
s5527,14,89
s7227,8,469
s4400,2,472
s8207,41,136
s2365,20,682
s7357,4,769
s1296,28,370
s257,41,681
s5096,30,180
s3666,17,885
s4615,19,613
s460,42,674
s5846,18,687
s1094,34,593
s3433,1,713
s1332,32,33
s6315,19,174
s5350,33,655
s6861,23,755
s4116,12,298
s4938,40,308
s3682,24,936
s5624,2,606
s4531,45,730
s3469,0,730
s8703,10,418
s425,21,703
s3464,4,784
s8339,0,733
s1248,12,890
s601,17,61
s5766,34,205
s4139,43,742
s2125,3,370
s1912,45,662
s3196,6,458
s4745,40,483
s3122,29,314
s1458,0,351
s2428,19,129
s3152,12,130
s7247,17,497
s6716,23,920
s3215,31,728
s2473,2,899
s749,28,939
s8297,33,225
s6045,7,879
s5150,38,423
s8193,22,388
s5870,6,427
s3126,7,799
s5097,20,443
s3523,16,849
s7440,49,8
s2521,22,527
s6059,9,858
s2660,27,279
s5272,13,248
s5329,43,722
s4897,25,571
s6059,22,540
s6907,25,845
s7454,22,13
s5012,22,454
s6541,23,359
s5348,29,652
s5415,50,507
s6701,47,223
s2371,39,492
s2580,0,959
s8323,8,311
s664,37,874
s7101,6,383
s630,24,148
s8655,19,451
s3526,13,807
s4238,49,580
s188,1,459
s53,32,777
s120,39,803
s3064,7,896
s410,13,85
s3570,46,614
s6634,14,954
s1953,10,237
s5394,34,292
s6115,44,915
s2720,36,165
s1951,41,828
s1486,1,111
s8749,15,87
s2147,21,493
s1009,19,28
s4377,49,90
s7933,17,710
s4367,0,852
s3951,37,562
s8257,25,568
s6171,9,784
s4488,45,801
s3126,43,913
s1486,13,512
s6407,22,363
s5641,36,716
s7491,17,463
s5189,9,901
s4362,23,785
s4691,10,189
s7748,12,822
s1136,45,827
s61,35,908
s7825,42,589
s4062,47,733
s5253,47,206
s6911,22,160
s3071,19,212
s4842,13,22
s6744,19,579
s1702,18,240
s4129,41,116
s4082,3,105
s4981,43,819
s3539,10,786
s5871,50,654
s7656,9,723
s2504,26,791
s5560,23,495
s4585,8,900
s7672,29,577
s7602,42,346
s2199,3,198
s5528,31,580
s8683,45,801
s4223,49,18
s1340,7,941
s8639,37,446
s1708,10,346
s4095,31,502
s7214,27,51
s4811,23,682
s1184,16,467
s1560,33,374
s2233,42,100
s2516,49,915
s3755,20,10
s3937,1,73
s4039,10,480
s6767,29,881
s8538,48,148
s3810,32,576
s4850,35,524
s2130,25,568
s1200,25,367
s783,11,967
s2952,37,264
s2540,43,103
s1397,32,222
s5474,44,515
s1177,30,623
s1979,2,432
s3489,21,588
s1100,1,776
s2631,21,590
s1555,5,930
s1197,28,793
s4968,36,692
s2178,1,975
s3997,17,441
s6265,37,631
s3347,46,910
s4931,32,832
s6817,6,758
s4098,18,922
s3899,12,680
s4467,11,737
s8489,24,70
s2935,25,810
s1444,19,792
s57,18,927
s5205,43,41
s5260,42,430
s2606,34,940
s5772,43,497
s6682,42,833
s4040,46,696
s6426,49,869
s1456,27,651
s7165,0,568
s1511,31,305
s3078,3,984
s3466,17,431
s2252,35,503
s3476,43,952
s7396,19,463
s5351,26,285
s3579,7,433
s6287,38,347
s6567,2,920
s8283,3,287
s8513,5,488
s3642,6,892
s5762,45,806
s86,46,273
s5082,29,845
s1244,7,558
s3570,39,473
s1396,12,948
s3989,21,756
s3433,0,829
s3397,23,116
s5482,20,672
s562,46,783
s5566,37,781
s6122,18,376
s2704,25,396
s5854,24,239
s3153,24,877
s7557,26,333
s4736,32,599
s7189,47,675
s5193,7,225
s6167,3,152
s6542,50,662
s902,9,195
s888,6,302
s3521,5,380
s1838,17,537
s476,3,93
s8141,47,638
s86,18,166
s552,13,304
s1782,20,460
s3278,48,315
s1039,48,601
s2757,28,163
s4874,25,480
s5105,14,684
s2849,35,923
s6477,18,882
s8050,24,821
s6566,26,52
s4295,49,656
s704,26,157
s7257,34,614
s7246,4,164
s554,26,122
s7827,25,966
s5704,12,358
s4433,35,253
s5035,44,127
s6244,33,741
s5874,15,129
s4599,28,336
s800,16,774
s2770,18,574
s6352,0,123
s3309,17,498
s1739,39,420
s3955,24,864
s8340,43,647
s2755,37,505
s1186,18,422
s1586,23,456
s1162,28,437
s1185,21,139
s517,23,994
s5165,22,542
s417,3,163
s2099,27,511
s2259,43,388
s8642,46,583
s3078,50,268
s2315,38,998
s393,40,824
s8687,6,698
s409,20,782
s7622,33,909
s7905,44,97
s3659,44,133
s8180,20,169
s1449,8,45
s6221,18,565
s5402,0,703
s1284,0,64
s7059,32,249
s122,39,436
s2317,35,608
s2527,25,269
s8401,3,24
s5620,43,956
s4340,40,428
s1183,5,304
s7800,49,788
s3262,42,478
s3251,27,960
s352,43,323
s6669,11,94
s7287,42,775
s3230,44,98
s6947,7,652
s3253,6,506
s3545,5,54
s1352,2,906
s6721,34,957
s8091,1,859
s6342,14,162
s5551,25,656
s8537,0,362
s6699,46,322
s3747,33,596
s8483,20,497
s4194,30,416
s4388,0,741
s5953,25,207
s1042,1,799
s2278,30,518
s5832,10,826
s6145,34,450
s5136,13,714
s5604,36,851
s2983,49,839
s5104,21,728
s1767,14,504
s1054,5,983
s697,40,532
s2141,24,27
s7500,10,231
s6529,17,867
s434,5,608
s3995,42,461
s5137,30,663
s8056,9,701
s4776,16,268
s5701,47,485
s5424,3,503
s600,32,229
s8223,43,715
s6738,13,350
s6020,7,552
s4964,27,528
s3157,31,879
s1118,12,540
s3126,31,855
s1604,50,92
s7625,44,461
s2605,16,623
s2020,13,813
s78,34,617
s3023,27,791
s5640,14,924
s5155,35,650
s6654,34,393
s2685,14,475
s5908,50,264
s4531,12,50
s4514,8,860
s4613,44,459
s7717,36,80
s2840,30,292
s7815,24,8
s826,31,344
s2346,5,614
s4008,25,43
s5748,14,12
s7079,32,980
s3664,44,3
s7326,15,530
s3559,38,263
s1793,16,684
s3394,0,604
s1211,40,513
s5130,20,473
s6096,41,792
s3475,32,775
s81,49,45
s5689,8,192
s1072,6,639
s1604,25,228
s4317,22,262
s3659,19,790
s6079,10,997
s5090,20,604
s3863,50,400
s4723,8,389
s4661,27,622
s4769,12,435
s1375,41,61
s5091,24,9
s1227,47,818
s6418,1,805
s5679,48,465
s5595,15,333
s7825,31,510
s7507,24,503
s1057,43,425
s5349,9,707
s906,40,679
s748,42,625
s3451,46,649
s671,36,166
s2248,24,738
s3853,14,400
s2011,32,188
s7764,50,227
s4629,14,944
s750,23,886
s3474,42,608
s5723,22,926
s5881,48,931
s2411,4,441
s7951,9,654
s7684,10,19
s2314,11,226
s125,25,640
s6200,5,192
s6215,33,549
s2079,5,936
s2771,33,812
s6244,13,364
s2678,15,885
s1318,17,412
s3274,28,683
s1688,0,565
s5230,46,647
s7609,29,364
s8780,27,903
s2835,36,624
s5513,19,194
s5583,36,32
s1685,15,953
s1807,32,744
s225,10,229
s7265,7,177
s7185,4,25
s8375,30,653
s1520,18,557
s4118,18,944
s6439,16,514
s39,19,76
s8524,6,369
s8562,6,253
s6660,42,496
s6260,20,120
s7831,26,949
s1973,4,670
s6263,11,590
s6094,43,117
s6038,21,177
s6011,5,63
s1747,18,450
s2896,27,748
s5933,31,687
s1685,24,110
s675,20,628
s5545,12,907
s1783,50,284
s5968,23,595
s8326,30,491
s5808,42,286
s4349,49,377
s4918,20,187
s2230,47,636
s2028,25,485
s1855,29,643
s3544,44,913
s52,24,933
s2944,14,869
s7044,13,567
s6358,11,301
s6481,9,752
s2712,19,996
s8394,32,7
s3975,34,877
s2660,10,764
s5560,7,656
s895,42,821
s311,22,488
s3438,37,583
s3897,27,139
s8443,43,193
s7856,17,63
s2391,1,818
s1807,9,338
s6997,23,56
s3149,28,372
s7898,49,836
s6266,13,58
s6621,27,54
s5787,34,980
s58,10,6
s7745,18,549
s346,29,466
s2643,48,778
s8203,41,573
s4274,4,827
s834,32,386
s8303,16,726
s7513,40,423
s4621,25,284
s2329,28,848
s4467,36,844
s331,24,875
s5805,41,186
s3934,9,500
s7379,49,11
s2624,37,641
s6883,37,90
s2635,33,295
s1174,6,136
s4456,27,526
s1780,42,98
s4443,34,456
s4581,23,312
s6950,26,84
s4583,41,511
s6960,34,184
s411,18,172
s2641,44,797
s8354,29,580
s7871,18,412
s5046,50,827
s4400,37,133
s7356,33,387
s4716,7,848
s8432,19,134
s4551,31,993
s4582,39,811
s2847,26,138
s7934,45,145
s5483,46,890
s6104,8,538
s5998,10,266
s4749,41,82
s711,29,846
s572,4,643
s7,50,549
s1577,8,582
s8101,0,557
s2604,50,845
s4063,25,153
s4094,24,307
s8242,20,741
s3823,15,298
s1872,15,257
s4705,2,739
s3793,24,258
s5867,0,30
s5466,42,368
s865,13,523
s2540,3,157
s4268,9,849
s6598,44,751
s2280,30,14
s7512,28,790
s8018,28,394
s589,14,951
s250,19,863
s5733,14,176
s6278,0,406
s667,29,416
s5497,27,130
s4276,8,431
s3488,24,891
s3370,19,29
s1318,3,907
s2998,1,859
s2042,42,972
s436,44,554
s7349,25,843
s5049,26,955
s8609,48,478
s5785,27,359
s2440,29,971
s4772,19,744
s5071,14,258
s3221,14,669
s3370,41,890
s259,35,686
s4409,19,588
s7560,27,434
s6299,3,101
s6188,7,837
s1758,13,704
s4016,32,875
s8550,28,30
s8046,49,537
s936,12,642
s1156,24,496
s4628,44,534
s7213,7,705
s3271,41,413
s2872,33,453
s1750,20,38
s5356,47,397
s4698,25,190
s2301,22,34
s6271,43,548
s7660,35,920
s7319,22,948
s8300,41,775
s5074,47,312
s2695,50,131
s996,35,100
s4361,30,89
s4342,12,639
s2917,37,973
s7291,3,996
s6409,22,792
s4315,40,418
s3858,47,892
s7439,39,137
s3685,30,69
s5341,45,673
s8304,23,64
s7390,9,215
s5767,39,583
s6455,19,35
s2574,10,814
s6122,25,891
s1988,48,590
s7155,15,988
s684,16,902
s8486,7,263
s6722,48,843
s1918,50,550
s3756,18,493
s1748,8,878
s2986,24,187
s3097,7,991
s8201,6,492
s7498,48,597
s7492,13,577
s4418,25,452
s2422,23,112
s1214,8,85
s6770,23,482
s5784,4,359
s3864,46,729
s6005,33,936
s6593,38,220
s1597,29,384
s7941,2,863
s6002,46,549
s3851,39,375
s5039,26,520
s5986,12,730
s3376,35,402
s635,34,862
s3103,8,639
s8674,28,528
s197,24,583
s3310,36,575
s1911,44,835
s6888,29,486
s3817,12,667
s4777,46,778
s6463,3,99
s4878,41,248
s457,27,788
s4033,17,336
s2681,23,197
s1645,2,32
s4225,27,445
s7785,29,379
s3339,4,533
s1637,47,350
s4572,50,41
s6895,6,38
s6146,46,209
s6046,11,72
s4608,22,392
s1023,37,391
s6355,12,871
s6381,32,534
s6069,2,77
s7984,9,419
s1537,5,33
s437,10,718
s5274,47,322
s1960,49,912
s6559,4,477
s3801,7,416
s6057,32,793
s4800,2,759
s1188,8,566
s7563,3,193
s213,39,508
s3563,22,427
s8041,20,624
s8601,17,635
s41,27,76
s797,0,967
s4626,25,10
s1602,2,455
s3903,15,336
s8703,42,43
s7189,39,835
s705,47,496
s4219,29,320
s7531,28,887
s350,28,937
s3995,36,892
s2327,17,857
s6892,23,288
s1576,30,864
s4187,27,983
s4436,3,419
s5370,41,525
s2788,11,765
s6740,35,206
s511,25,265
s4676,28,317
s3889,43,96
s7135,1,311
s8056,11,883
s2020,0,492
s1708,28,121
s5601,18,38
s7307,33,678
s1214,23,370
s7643,17,178
s2250,45,208
s2991,10,623
s7566,29,996
s1635,30,250
s2934,21,795
s3821,3,296
s1048,13,880
s7712,44,438
s6842,18,133
s7745,39,927
s4504,38,251
s1607,27,914
s6789,2,361
s6896,10,466
s7562,37,234
s5440,2,676
s1683,16,316
s892,28,729
s6834,48,369
s8478,19,979
s4901,47,247
s8616,32,160
s4373,42,733
s3893,17,505
s3140,29,265
s1971,2,119
s2149,48,797
s5700,46,971
s4294,12,389
s7862,38,798
s8757,27,438
s5828,31,482
s5588,40,8
s8021,38,431
s5208,8,597
s8238,22,95
s306,14,324
s5977,28,440
s6582,4,306
s1574,45,645
s1297,35,88
s4230,35,73
s1528,49,689
s4180,43,442
s4753,40,551
s3758,31,641
s6169,25,456
s3186,39,944
s117,26,240
s1777,7,427
s5579,18,709
s5488,33,355
s7279,18,233
s4905,37,399
s38,12,556
s3812,46,58
s8565,20,272
s4246,38,131
s928,1,412
s6941,5,201
s5525,44,908
s2437,23,724
s6933,13,93
s5640,2,421
s3122,47,250
s3455,38,622
s6317,49,833
s5626,21,373
s3422,16,1
s8282,15,267
s7119,47,727
s8467,13,219
s4433,22,612
s2456,19,680
s7392,38,22
s3824,32,762
s6137,39,783
s7510,12,993
s104,44,167
s273,48,4
s8449,38,32
s2732,47,826
s2682,33,877
s1940,26,884
s7052,11,381
s115,14,367
s3742,44,131
s4678,38,13
s2543,34,823
s4957,19,243
s3289,49,663
s5176,15,419
s1077,38,213
s6359,29,305
s2189,14,531
s5992,42,810
s5106,39,168
s6871,34,449
s4757,17,988
s7524,39,874
s2425,50,801
s7774,0,754
s6038,32,384
s5577,42,498
s7058,24,808
s4849,0,806
s993,42,541
s4107,38,573
s1957,46,50
s8653,35,101
s7253,40,832
s4313,13,262
s5464,25,378
s1451,3,563
s2931,14,862
s1270,10,892
s369,1,900
s1682,46,867
s6456,50,575
s7070,48,524
s1159,32,404
s1836,27,139
s1675,26,165
s8536,22,156
s8688,8,242
s2752,36,733
s2370,10,623
s1860,37,65
s767,47,408
s6905,3,843
s2381,16,89
s5239,26,360
s4398,49,680
s3513,39,651
s1688,24,984
s4466,10,780
s1687,37,919
s2550,44,113
s5402,40,687
s7505,14,729
s5060,39,220
s803,21,239
s7440,41,878
s2191,50,193
s3026,33,7
s2881,35,652
s1425,13,688
s8657,50,554
s6982,14,717
s4138,2,146
s4919,19,492
s5460,20,52
s3863,40,214
s5335,35,769
s1107,27,111
s6713,9,853
s688,20,764
s4806,34,166
s2528,14,571
s7304,35,701
s2953,6,320
s6733,22,22
s1561,32,378
s3588,39,422
s2878,6,403
s4716,38,590
s6193,12,513
s1952,21,899
s8176,35,160
s5426,36,619
s5474,6,966
s8192,1,443
s3131,2,899
s4315,4,495
s7658,29,756
s1240,3,865
s729,37,897
s3105,3,776
s4083,40,634
s4921,44,817
s4848,11,896
s998,15,200
s6130,30,705
s5959,28,816
s8255,35,553
s5679,8,306
s4145,22,838
s8564,20,408
s5942,31,283
s8709,47,631
s5340,5,605
s2540,25,735
s8473,10,610
s1855,5,39
s5832,8,210
s4285,18,406
s1706,20,505
s1223,38,47
s6873,8,284
s2257,5,307
s488,21,200
s6991,44,839
s3925,19,10
s8024,35,737
s6951,19,655
s946,6,139
s986,34,975
s1472,32,251
s6846,0,997
s1734,17,296
s3460,22,594
s8705,16,280
s4306,14,419
s5980,41,705
s2160,25,656
s2569,38,355
s8289,40,725
s3760,19,783
s3251,20,683
s457,27,404
s5183,5,311
s4046,32,291
s779,39,420
s1026,7,29
s3001,14,619
s2910,0,4
s8752,17,815
s7,20,936
s8476,30,890
s6924,23,463
s1733,24,172
s1787,29,510
s6028,20,28
s4778,27,371
s1578,5,972
s5255,28,149
s5648,13,111
s5837,20,864
s1256,35,422
s1267,37,934
s5530,6,418
s1784,4,415
s5439,27,422
s6289,23,61
s6561,22,820
s3753,9,318
s6112,45,464
s3309,5,332
s7709,4,219
s6128,10,611
s4694,7,705
s5102,39,606
s5864,4,890
s4754,33,733
s2196,10,239
s8096,40,426
s455,18,39
s5651,47,865
s7898,26,48
s4711,21,212
s6832,40,269
s4427,22,744
s1950,47,66
s2291,10,759
s5103,47,315
s715,12,341
s4568,18,327
s734,40,496
s12,19,239
s5479,1,405
s873,13,4
s5253,45,897
s950,12,363
s6984,16,882
s18,39,707
s2325,44,786
s1312,31,859
s7785,48,265
s2852,22,868
s8680,7,479
s8,24,87
s6749,34,543
s6755,30,536
s4242,16,344
s2012,42,909
s3163,26,22
s5,49,114
s7563,31,68
s7360,15,690
s6983,21,519
s8567,48,633
s5146,30,776
s6266,49,311
s6975,16,857
s5378,39,730
s578,28,201
s8581,0,193
s5234,0,192
s3326,12,154
s5540,5,711
s131,41,922
s3644,24,874
s6671,20,406
s1441,18,132
s2715,41,996
s7997,39,30
s3210,41,606
s2009,4,974
s8388,32,639
s8632,0,595
s5872,3,113
s5765,16,244
s8326,30,368
s8320,32,675
s7228,17,738
s5366,29,605
s4472,15,716
s8334,20,290
s6693,26,382
s7583,17,534
s3592,2,959
s3971,8,214
s8068,7,172
s8038,43,821
s4750,8,891
s2136,46,11
s4607,46,327
s8136,40,980
s2256,35,905
s8524,8,515
s8214,14,475
s7996,6,87
s6478,30,951
s2451,31,498
s965,7,381
s5544,4,569
s857,25,187
s2094,24,26
s6605,33,268
s7164,42,173
s5799,8,580
s7946,1,822
s1611,49,389
s6325,41,150
s6011,32,282
s8502,4,813
s6130,47,611
s53,23,241
s4924,30,877
s7800,21,603
s351,32,645
s4976,50,206
s1674,28,645
s4644,2,873
s825,9,654
s2422,9,437
s27,45,948
s2609,15,758
s951,13,56
s2033,14,436
s4030,48,320
s6515,25,985
s7455,23,368
s1634,31,732
s1186,46,868
s7149,19,93
s3889,18,289
s8555,6,854
s3922,27,459
s1710,14,98
s5976,18,700
s7205,28,356
s7926,36,298
s4655,2,21
s1463,0,980
s6771,13,314
s8199,12,497
s989,35,855
s3272,27,368
s7023,47,605
s1023,31,478
s127,45,155
s6632,8,332
s2764,26,514
s1082,11,167
s4185,43,285
s4539,25,253
s4253,21,931
s7633,6,7
s7828,49,978
s5941,37,629
s1372,14,769
s308,26,232
s133,12,846
s6238,1,662
s1359,8,363
s8035,3,990
s7157,5,628
s5248,35,819
s3609,41,320
s4977,10,55
s6179,32,60
s4275,23,726
s5034,17,144
s5361,14,65
s7035,19,936
s5838,48,244
s5117,40,203
